-2.500000000000000000e+00 0.000000000000000000e+00 1.914645840347965061e-02
-2.236842105263157965e+00 0.000000000000000000e+00 4.132986190445751828e-02
-1.973684210526315930e+00 0.000000000000000000e+00 8.190470388028575632e-02
-1.710526315789473673e+00 0.000000000000000000e+00 1.490126449843337808e-01
-1.447368421052631637e+00 0.000000000000000000e+00 2.488896238120487103e-01
-1.184210526315789602e+00 0.000000000000000000e+00 3.816452379313704513e-01
-9.210526315789473450e-01 0.000000000000000000e+00 5.372572600546785537e-01
-6.578947368421053099e-01 0.000000000000000000e+00 6.943431043099993483e-01
-3.947368421052632748e-01 0.000000000000000000e+00 8.238257252490488458e-01
-1.315789473684212396e-01 0.000000000000000000e+00 8.973584581319206110e-01
1.315789473684207955e-01 0.000000000000000000e+00 8.973584581319207221e-01
3.947368421052628307e-01 0.000000000000000000e+00 8.238257252490490679e-01
6.578947368421053099e-01 0.000000000000000000e+00 6.943431043099993483e-01
9.210526315789473450e-01 0.000000000000000000e+00 5.372572600546785537e-01
1.184210526315789380e+00 0.000000000000000000e+00 3.816452379313705623e-01
1.447368421052631415e+00 0.000000000000000000e+00 2.488896238120487381e-01
1.710526315789473450e+00 0.000000000000000000e+00 1.490126449843337808e-01
1.973684210526315930e+00 0.000000000000000000e+00 8.190470388028575632e-02
2.236842105263157521e+00 0.000000000000000000e+00 4.132986190445755298e-02
2.500000000000000000e+00 0.000000000000000000e+00 1.914645840347965061e-02


-2.500000000000000000e+00 1.000000000000000000e+00 1.898690458345065474e-02
-2.236842105263157965e+00 1.000000000000000000e+00 4.098544638858703931e-02
-1.973684210526315930e+00 1.000000000000000000e+00 8.122216468128337641e-02
-1.710526315789473673e+00 1.000000000000000000e+00 1.477708729427976431e-01
-1.447368421052631637e+00 1.000000000000000000e+00 2.468155436136149627e-01
-1.184210526315789602e+00 1.000000000000000000e+00 3.784648609486090387e-01
-9.210526315789473450e-01 1.000000000000000000e+00 5.327801162208896102e-01
-6.578947368421053099e-01 1.000000000000000000e+00 6.885569117740826250e-01
-3.947368421052632748e-01 1.000000000000000000e+00 8.169605108719734110e-01
-1.315789473684212396e-01 1.000000000000000000e+00 8.898804709808212365e-01
1.315789473684207955e-01 1.000000000000000000e+00 8.898804709808213476e-01
3.947368421052628307e-01 1.000000000000000000e+00 8.169605108719736331e-01
6.578947368421053099e-01 1.000000000000000000e+00 6.885569117740826250e-01
9.210526315789473450e-01 1.000000000000000000e+00 5.327801162208896102e-01
1.184210526315789380e+00 1.000000000000000000e+00 3.784648609486091497e-01
1.447368421052631415e+00 1.000000000000000000e+00 2.468155436136150183e-01
1.710526315789473450e+00 1.000000000000000000e+00 1.477708729427976708e-01
1.973684210526315930e+00 1.000000000000000000e+00 8.122216468128337641e-02
2.236842105263157521e+00 1.000000000000000000e+00 4.098544638858707401e-02
2.500000000000000000e+00 1.000000000000000000e+00 1.898690458345065474e-02


-2.500000000000000000e+00 2.000000000000000000e+00 1.882735076342165886e-02
-2.236842105263157965e+00 2.000000000000000000e+00 4.064103087271656034e-02
-1.973684210526315930e+00 2.000000000000000000e+00 8.053962548228099649e-02
-1.710526315789473673e+00 2.000000000000000000e+00 1.465291009012615331e-01
-1.447368421052631637e+00 2.000000000000000000e+00 2.447414634151812152e-01
-1.184210526315789602e+00 2.000000000000000000e+00 3.752844839658476261e-01
-9.210526315789473450e-01 2.000000000000000000e+00 5.283029723871006667e-01
-6.578947368421053099e-01 2.000000000000000000e+00 6.827707192381660128e-01
-3.947368421052632748e-01 2.000000000000000000e+00 8.100952964948980872e-01
-1.315789473684212396e-01 2.000000000000000000e+00 8.824024838297218620e-01
1.315789473684207955e-01 2.000000000000000000e+00 8.824024838297219731e-01
3.947368421052628307e-01 2.000000000000000000e+00 8.100952964948981982e-01
6.578947368421053099e-01 2.000000000000000000e+00 6.827707192381660128e-01
9.210526315789473450e-01 2.000000000000000000e+00 5.283029723871006667e-01
1.184210526315789380e+00 2.000000000000000000e+00 3.752844839658477372e-01
1.447368421052631415e+00 2.000000000000000000e+00 2.447414634151812707e-01
1.710526315789473450e+00 2.000000000000000000e+00 1.465291009012615608e-01
1.973684210526315930e+00 2.000000000000000000e+00 8.053962548228099649e-02
2.236842105263157521e+00 2.000000000000000000e+00 4.064103087271659503e-02
2.500000000000000000e+00 2.000000000000000000e+00 1.882735076342165886e-02


-2.500000000000000000e+00 3.000000000000000000e+00 1.866779694339265952e-02
-2.236842105263157965e+00 3.000000000000000000e+00 4.029661535684608137e-02
-1.973684210526315930e+00 3.000000000000000000e+00 7.985708628327860270e-02
-1.710526315789473673e+00 3.000000000000000000e+00 1.452873288597254231e-01
-1.447368421052631637e+00 3.000000000000000000e+00 2.426673832167474953e-01
-1.184210526315789602e+00 3.000000000000000000e+00 3.721041069830862136e-01
-9.210526315789473450e-01 3.000000000000000000e+00 5.238258285533116121e-01
-6.578947368421053099e-01 3.000000000000000000e+00 6.769845267022492896e-01
-3.947368421052632748e-01 3.000000000000000000e+00 8.032300821178226524e-01
-1.315789473684212396e-01 3.000000000000000000e+00 8.749244966786225985e-01
1.315789473684207955e-01 3.000000000000000000e+00 8.749244966786227096e-01
3.947368421052628307e-01 3.000000000000000000e+00 8.032300821178228745e-01
6.578947368421053099e-01 3.000000000000000000e+00 6.769845267022492896e-01
9.210526315789473450e-01 3.000000000000000000e+00 5.238258285533116121e-01
1.184210526315789380e+00 3.000000000000000000e+00 3.721041069830863246e-01
1.447368421052631415e+00 3.000000000000000000e+00 2.426673832167475231e-01
1.710526315789473450e+00 3.000000000000000000e+00 1.452873288597254509e-01
1.973684210526315930e+00 3.000000000000000000e+00 7.985708628327860270e-02
2.236842105263157521e+00 3.000000000000000000e+00 4.029661535684611606e-02
2.500000000000000000e+00 3.000000000000000000e+00 1.866779694339265952e-02


-2.500000000000000000e+00 4.000000000000000000e+00 1.850824312336366365e-02
-2.236842105263157965e+00 4.000000000000000000e+00 3.995219984097560240e-02
-1.973684210526315930e+00 4.000000000000000000e+00 7.917454708427622279e-02
-1.710526315789473673e+00 4.000000000000000000e+00 1.440455568181893131e-01
-1.447368421052631637e+00 4.000000000000000000e+00 2.405933030183137478e-01
-1.184210526315789602e+00 4.000000000000000000e+00 3.689237300003248010e-01
-9.210526315789473450e-01 4.000000000000000000e+00 5.193486847195226686e-01
-6.578947368421053099e-01 4.000000000000000000e+00 6.711983341663326774e-01
-3.947368421052632748e-01 4.000000000000000000e+00 7.963648677407472176e-01
-1.315789473684212396e-01 4.000000000000000000e+00 8.674465095275232240e-01
1.315789473684207955e-01 4.000000000000000000e+00 8.674465095275233351e-01
3.947368421052628307e-01 4.000000000000000000e+00 7.963648677407474397e-01
6.578947368421053099e-01 4.000000000000000000e+00 6.711983341663326774e-01
9.210526315789473450e-01 4.000000000000000000e+00 5.193486847195226686e-01
1.184210526315789380e+00 4.000000000000000000e+00 3.689237300003249120e-01
1.447368421052631415e+00 4.000000000000000000e+00 2.405933030183138033e-01
1.710526315789473450e+00 4.000000000000000000e+00 1.440455568181893409e-01
1.973684210526315930e+00 4.000000000000000000e+00 7.917454708427622279e-02
2.236842105263157521e+00 4.000000000000000000e+00 3.995219984097563709e-02
2.500000000000000000e+00 4.000000000000000000e+00 1.850824312336366365e-02


-2.500000000000000000e+00 5.000000000000000000e+00 1.834868930333466777e-02
-2.236842105263157965e+00 5.000000000000000000e+00 3.960778432510512342e-02
-1.973684210526315930e+00 5.000000000000000000e+00 7.849200788527384287e-02
-1.710526315789473673e+00 5.000000000000000000e+00 1.428037847766532031e-01
-1.447368421052631637e+00 5.000000000000000000e+00 2.385192228198800002e-01
-1.184210526315789602e+00 5.000000000000000000e+00 3.657433530175633885e-01
-9.210526315789473450e-01 5.000000000000000000e+00 5.148715408857336140e-01
-6.578947368421053099e-01 5.000000000000000000e+00 6.654121416304159542e-01
-3.947368421052632748e-01 5.000000000000000000e+00 7.894996533636717828e-01
-1.315789473684212396e-01 5.000000000000000000e+00 8.599685223764238495e-01
1.315789473684207955e-01 5.000000000000000000e+00 8.599685223764239606e-01
3.947368421052628307e-01 5.000000000000000000e+00 7.894996533636720049e-01
6.578947368421053099e-01 5.000000000000000000e+00 6.654121416304159542e-01
9.210526315789473450e-01 5.000000000000000000e+00 5.148715408857336140e-01
1.184210526315789380e+00 5.000000000000000000e+00 3.657433530175634440e-01
1.447368421052631415e+00 5.000000000000000000e+00 2.385192228198800557e-01
1.710526315789473450e+00 5.000000000000000000e+00 1.428037847766532309e-01
1.973684210526315930e+00 5.000000000000000000e+00 7.849200788527384287e-02
2.236842105263157521e+00 5.000000000000000000e+00 3.960778432510515812e-02
2.500000000000000000e+00 5.000000000000000000e+00 1.834868930333466777e-02


-2.500000000000000000e+00 6.000000000000000000e+00 1.818913548330566843e-02
-2.236842105263157965e+00 6.000000000000000000e+00 3.926336880923464445e-02
-1.973684210526315930e+00 6.000000000000000000e+00 7.780946868627146296e-02
