0.000000000000000000e+00 1.000000000000000000e+00
8.008008008008008372e-04 9.999996985253180037e-01
1.601601601601601674e-03 9.999951786502795370e-01
2.402402402402402729e-03 9.999756411160962699e-01
3.203203203203203349e-03 9.999234292751602027e-01
4.004004004004003969e-03 9.998151608752188224e-01
4.804804804804805457e-03 9.996243827690123318e-01
5.605605605605606077e-03 9.993262570896830344e-01
6.406406406406406698e-03 9.989039150460627958e-01
7.207207207207207318e-03 9.983547092222632147e-01
8.008008008008007939e-03 9.976935605132704055e-01
8.808808808808809426e-03 9.969511791045040372e-01
9.609609609609610914e-03 9.961673420838016435e-01
1.041041041041041067e-02 9.953820247229935303e-01
1.121121121121121215e-02 9.946279697060068647e-01
1.201201201201201191e-02 9.939268757843757740e-01
1.281281281281281340e-02 9.932892383093223643e-01
1.361361361361361488e-02 9.927165073688707375e-01
1.441441441441441464e-02 9.922040379289083223e-01
1.521521521521521612e-02 9.917438014330871576e-01
1.601601601601601588e-02 9.913264212499499628e-01
1.681681681681681736e-02 9.909424942999222052e-01
1.761761761761761885e-02 9.905833408282664898e-01
1.841841841841842034e-02 9.902413609955361684e-01
1.921921921921922183e-02 9.899101492667974345e-01
2.002002002002001985e-02 9.895844735136362091e-01
2.082082082082082133e-02 9.892601865323598087e-01
2.162162162162162282e-02 9.889341092451158222e-01
2.242242242242242431e-02 9.886039065196606801e-01
2.322322322322322580e-02 9.882679657341655322e-01
2.402402402402402382e-02 9.879252823690535257e-01
2.482482482482482530e-02 9.875753540740166425e-01
2.562562562562562679e-02 9.872180835069737093e-01
2.642642642642642828e-02 9.868536899338027357e-01
2.722722722722722977e-02 9.864826296149191709e-01
2.802802802802802778e-02 9.861055251132321287e-01
2.882882882882882927e-02 9.857231037065450341e-01
2.962962962962963076e-02 9.853361450326060256e-01
3.043043043043043225e-02 9.849454379436906049e-01
3.123123123123123374e-02 9.845517463320259122e-01
3.203203203203203175e-02 9.841557834477057121e-01
3.283283283283283671e-02 9.837581940045629914e-01
3.363363363363363473e-02 9.833595431853063840e-01
3.443443443443443275e-02 9.829603115323981566e-01
3.523523523523523771e-02 9.825608946519079900e-01
3.603603603603603572e-02 9.821616066609731854e-01
3.683683683683684068e-02 9.817626863662858305e-01
3.763763763763763870e-02 9.813643052582717852e-01
3.843843843843844366e-02 9.809665765293743567e-01
3.923923923923924167e-02 9.805695644618380724e-01
4.004004004004003969e-02 9.801732936693849929e-01
4.084084084084084465e-02 9.797777578094254425e-01
4.164164164164164267e-02 9.793829275019225733e-01
4.244244244244244763e-02 9.789887572941063931e-01
4.324324324324324564e-02 9.785951915953499114e-01
4.404404404404404366e-02 9.782021695736968780e-01
4.484484484484484862e-02 9.778096290558607739e-01
4.564564564564564664e-02 9.774175095078291298e-01
4.644644644644645159e-02 9.770257541956959280e-01
4.724724724724724961e-02 9.766343116382469880e-01
4.804804804804804763e-02 9.762431364664300171e-01
4.884884884884885259e-02 9.758521898021403906e-01
4.964964964964965061e-02 9.754614392615911234e-01
5.045045045045045556e-02 9.750708586782215193e-01
5.125125125125125358e-02 9.746804276288963953e-01
5.205205205205205160e-02 9.742901308333126176e-01
5.285285285285285656e-02 9.738999574856533892e-01
5.365365365365365458e-02 9.735099005643675918e-01
5.445445445445445953e-02 9.731199561556904687e-01
5.525525525525525755e-02 9.727301228166832514e-01
5.605605605605605557e-02 9.723404009952602012e-01
5.685685685685686053e-02 9.719507925177127694e-01
5.765765765765765855e-02 9.715613001485938760e-01
5.845845845845846350e-02 9.711719272234314859e-01
5.925925925925926152e-02 9.707826773514465213e-01
6.006006006006005954e-02 9.703935541831137934e-01
6.086086086086086450e-02 9.700045612359230462e-01
6.166166166166166251e-02 9.696157017708680881e-01
6.246246246246246747e-02 9.692269787119088820e-01
6.326326326326327243e-02 9.688383946007835812e-01
6.406406406406406351e-02 9.684499515799797065e-01
6.486486486486486847e-02 9.680616513973133719e-01
6.566566566566567342e-02 9.676734954263086497e-01
6.646646646646646450e-02 9.672854846974024978e-01
6.726726726726726946e-02 9.668976199358092494e-01
6.806806806806807442e-02 9.665099016026783563e-01
6.886886886886886550e-02 9.661223299369046114e-01
6.966966966966967045e-02 9.657349049956163167e-01
7.047047047047047541e-02 9.653476266922840221e-01
7.127127127127128037e-02 9.649604948290592121e-01
7.207207207207207145e-02 9.645735091302385378e-01
7.287287287287287640e-02 9.641866692642857561e-01
7.367367367367368136e-02 9.637999748668091282e-01
7.447447447447447244e-02 9.634134255573091332e-01
7.527527527527527740e-02 9.630270209524892655e-01
7.607607607607608236e-02 9.626407606762059643e-01
7.687687687687688731e-02 9.622546443665037641e-01
7.767767767767767839e-02 9.618686716801977399e-01
7.847847847847848335e-02 9.614828422954548870e-01
7.927927927927928831e-02 9.610971559127732267e-01
8.008008008008007939e-02 9.607116122547598724e-01
8.088088088088088434e-02 9.603262110650143679e-01
8.168168168168168930e-02 9.599409521064132811e-01
8.248248248248248038e-02 9.595558351590274260e-01
8.328328328328328534e-02 9.591708600178491251e-01
